Abundance|10E=169
Crucible of Worlds (2)|2X2=3437
Crucible of Worlds (3)|2X2=2734
Cryptic Spires|2X2=6
Dack's Duplicate (1)|2X2=168
Dack's Duplicate (2)|2X2=29
Damnation (1)|2X2=3330
Damnation (2)|2X2=2154
Damnation (3)|2X2=1966
Dark-Dweller Oracle|2X2=16
Darksteel Plate (1)|2X2=1047
Darksteel Plate (2)|2X2=1592
Dauntless Escort (1)|2X2=86
Dauntless Escort (2)|2X2=32
Deadly Recluse|2X2=15
Deathbringer Liege (1)|2X2=318
Deathbringer Liege (2)|2X2=58
Deep Analysis|2X2=8
Deranged Assistant|2X2=4
Devoted Druid|2X2=169
Dimir Aqueduct (1)|2X2=211
Dimir Aqueduct (2)|2X2=21
Disciple of the Ring (1)|2X2=47
Disciple of the Ring (2)|2X2=13
Disfigure|2X2=4
Divine Visitation (1)|2X2=543
Divine Visitation (2)|2X2=1111
Dockside Extortionist (1)|2X2=3738
Dockside Extortionist (2)|2X2=6445
Dockside Extortionist (3)|2X2=3597
Domestication|2X2=5
Doomed Traveler|2X2=4
Doran, the Siege Tower (1)|2X2=717
Doran, the Siege Tower (2)|2X2=423
Dragon Arch|2X2=134
Dragonlord Dromoka (1)|2X2=1811
Dragonlord Dromoka (2)|2X2=1600
Dragonlord Dromoka (3)|2X2=1876
Dragonlord Silumgar (1)|2X2=778
Dragonlord Silumgar (2)|2X2=581
Dreamshaper Shaman|2X2=6
Dreg Mangler|2X2=2
Drogskol Reaver (1)|2X2=215
Drogskol Reaver (2)|2X2=569
Dromoka's Command (1)|2X2=20
Dromoka's Command (2)|2X2=136
Eel Umbra|2X2=8
Elenda, the Dusk Rose (1)|2X2=1406
Elenda, the Dusk Rose (2)|2X2=723
Elenda, the Dusk Rose (3)|2X2=974
Elsha of the Infinite (1)|2X2=84
Elsha of the Infinite (2)|2X2=504
Elvish Rejuvenator|2X2=7
Emiel the Blessed (1)|2X2=456
Emiel the Blessed (2)|2X2=1547
Emiel the Blessed (3)|2X2=905
Empyrial Archangel (1)|2X2=25
Empyrial Archangel (2)|2X2=100
Emrakul, the Aeons Torn (1)|2X2=2316
Emrakul, the Aeons Torn (2)|2X2=2566
Emrakul, the Aeons Torn (3)|2X2=5754
Emrakul, the Aeons Torn (4)|2X2=2962
Eternal Witness (1)|2X2=115
Eternal Witness (2)|2X2=184
Experiment One|2X2=8
Extract from Darkness|2X2=19
Eyeblight's Ending|2X2=4
Ezuri, Claw of Progress (1)|2X2=171
Ezuri, Claw of Progress (2)|2X2=311
Fiery Fall|2X2=4
Fiery Justice (1)|2X2=5
Fiery Justice (2)|2X2=27
Figure of Destiny (1)|2X2=22
Figure of Destiny (2)|2X2=151
Fireblade Artist|2X2=3
Firemind Vessel|2X2=22
Firesong and Sunspeaker (1)|2X2=84
Firesong and Sunspeaker (2)|2X2=16
Flickerwisp (1)|2X2=172
Flickerwisp (2)|2X2=22
Food Chain (1)|2X2=2940
Food Chain (2)|2X2=2411
Forbidden Alchemy|2X2=5
Forbidden Orchard (1)|2X2=756
Forbidden Orchard (2)|2X2=751
Forbidden Orchard (3)|2X2=887
Force of Negation (1)|2X2=5761
Force of Negation (2)|2X2=5330
Force of Negation (3)|2X2=6180
Ghave, Guru of Spores (1)|2X2=714
Ghave, Guru of Spores (2)|2X2=100
Gifts Ungiven (1)|2X2=3905
Gifts Ungiven (2)|2X2=1447
Gifts Ungiven (3)|2X2=998
Glen Elendra Liege (1)|2X2=63
Glen Elendra Liege (2)|2X2=210
Glimpse the Unthinkable (1)|2X2=429
Glimpse the Unthinkable (2)|2X2=447
Glimpse the Unthinkable (3)|2X2=519
Gloryscale Viashino|2X2=3
Glowspore Shaman|2X2=5
Gnarlback Rhino|2X2=5
Go for the Throat|2X2=77
Goblin Banneret|2X2=6
Gods Willing|2X2=9
Golgari Rot Farm (1)|2X2=33
Golgari Rot Farm (2)|2X2=232
Grand Arbiter Augustin IV (1)|2X2=865
Grand Arbiter Augustin IV (2)|2X2=903
Grand Arbiter Augustin IV (3)|2X2=896
Grapple with the Past|2X2=4
Graveblade Marauder|2X2=5
Gravecrawler (1)|2X2=990
Gravecrawler (2)|2X2=174
Greater Gargadon (1)|2X2=21
Greater Gargadon (2)|2X2=110
Green Sun's Zenith (1)|2X2=7107
Green Sun's Zenith (2)|2X2=3162
Grim Flayer (1)|2X2=19
Grim Flayer (2)|2X2=36
Grim Flayer (3)|2X2=49
Ground Assault|2X2=2
Gruul Turf (1)|2X2=34
Gruul Turf (2)|2X2=283
Guided Passage (1)|2X2=237
Guided Passage (2)|2X2=26
Hardened Scales (1)|2X2=323
Hardened Scales (2)|2X2=360
Hardened Scales (3)|2X2=336
Hellkite Overlord (1)|2X2=395
Hellkite Overlord (2)|2X2=52
Hero of the Games|2X2=3
Heroic Reinforcements|2X2=3
Hissing Iguanar|2X2=15
Hostage Taker (1)|2X2=404
Hostage Taker (2)|2X2=21
Hydroid Krasis (1)|2X2=36
Hydroid Krasis (2)|2X2=510
Hyena Umbra|2X2=35
Imperial Seal (1)|2X2=11352
Imperial Seal (2)|2X2=11076
Imperial Seal (3)|2X2=12850
Impervious Greatwurm (1)|2X2=868
Impervious Greatwurm (2)|2X2=553
Ingenious Skaab|2X2=3
Inquisition of Kozilek (1)|2X2=42
Inquisition of Kozilek (2)|2X2=41
Intet, the Dreamer (1)|2X2=149
Intet, the Dreamer (2)|2X2=231
Izzet Boilerworks (1)|2X2=145
Izzet Boilerworks (2)|2X2=29
Izzet Charm|2X2=21
Jeskai Ascendancy (1)|2X2=666
Jeskai Ascendancy (2)|2X2=310
Jeskai Charm|2X2=13
Jeskai Elder|2X2=3
Jodah, Archmage Eternal (1)|2X2=1035
Jodah, Archmage Eternal (2)|2X2=64
Judith, the Scourge Diva (1)|2X2=127
Judith, the Scourge Diva (2)|2X2=23
Kaalia of the Vast (1)|2X2=1775
Kaalia of the Vast (2)|2X2=543
Kaervek the Merciless (1)|2X2=553
Kaervek the Merciless (2)|2X2=43
Kambal, Consul of Allocation (1)|2X2=1276
Kambal, Consul of Allocation (2)|2X2=406
Karador, Ghost Chieftain (1)|2X2=31
Karador, Ghost Chieftain (2)|2X2=128
Kasmina's Transmutation|2X2=4
Kederekt Leviathan (1)|2X2=41
Kederekt Leviathan (2)|2X2=247
Knightly Valor|2X2=3
Kolaghan's Command (1)|2X2=171
Kolaghan's Command (2)|2X2=236
Kolaghan's Command (3)|2X2=34
Kozilek, Butcher of Truth (1)|2X2=4976
Kozilek, Butcher of Truth (2)|2X2=7662
Kozilek, Butcher of Truth (3)|2X2=5693
Kozilek, Butcher of Truth (4)|2X2=4258
Kruin Striker|2X2=1
Labyrinth Champion|2X2=2
Last Breath|2X2=3
Lava Coil|2X2=5
Lavalanche (1)|2X2=100
Lavalanche (2)|2X2=14
League Guildmage|2X2=6
Legion's Initiative (1)|2X2=143
Legion's Initiative (2)|2X2=172
Leonin Arbiter (1)|2X2=214
Leonin Arbiter (2)|2X2=274
Lightning Bolt (1)|2X2=178
Lightning Bolt (2)|2X2=238
Lightning Helix|2X2=20
Liliana's Elite|2X2=4
Liliana, the Last Hope (1)|2X2=755
Liliana, the Last Hope (2)|2X2=591
Liliana, the Last Hope (3)|2X2=2799
Liliana, the Last Hope (4)|2X2=427
Livewire Lash|2X2=13
Living Lightning|2X2=2
Lord of Extinction (1)|2X2=702
Lord of Extinction (2)|2X2=979
Lotleth Troll|2X2=11
Lyev Skyknight|2X2=2
Magister Sphinx (1)|2X2=189
Magister Sphinx (2)|2X2=81
Makeshift Mauler|2X2=2
Mana Drain (1)|2X2=4373
Mana Drain (2)|2X2=5378
Mana Drain (3)|2X2=8781
Mana Leak|2X2=19
Mana Vault (1)|2X2=8699
Mana Vault (2)|2X2=7212
Mana Vault (3)|2X2=12573
Marchesa, the Black Rose (1)|2X2=237
Marchesa, the Black Rose (2)|2X2=245
Marchesa, the Black Rose (3)|2X2=174
Martial Glory|2X2=3
Master Biomancer (1)|2X2=498
Master Biomancer (2)|2X2=170
Master of Cruelties (1)|2X2=398
Master of Cruelties (2)|2X2=1627
Mathas, Fiend Seeker (1)|2X2=243
Mathas, Fiend Seeker (2)|2X2=51
Mayael's Aria (1)|2X2=628
Mayael's Aria (2)|2X2=223
Mentor of the Meek (1)|2X2=21
Mentor of the Meek (2)|2X2=68
Might of Old Krosa|2X2=13
Mikaeus, the Lunarch (1)|2X2=422
Mikaeus, the Lunarch (2)|2X2=40
Militia Bugler|2X2=9
Mindwrack Liege (1)|2X2=18
Mindwrack Liege (2)|2X2=53
Mistfire Adept|2X2=6
Mistmeadow Witch|2X2=6
Mizzix of the Izmagnus (1)|2X2=46
Mizzix of the Izmagnus (2)|2X2=258
Momentary Blink|2X2=9
Monastery Mentor (1)|2X2=379
Monastery Mentor (2)|2X2=901
Monastery Swiftspear (1)|2X2=51
Monastery Swiftspear (2)|2X2=70
Muldrotha, the Gravetide (1)|2X2=1800
Muldrotha, the Gravetide (2)|2X2=777
Muldrotha, the Gravetide (3)|2X2=712
Mulldrifter (1)|2X2=107
Mulldrifter (2)|2X2=37
Murkfiend Liege (1)|2X2=295
Murkfiend Liege (2)|2X2=991
Myth Realized|2X2=5
Necrotic Ooze (1)|2X2=860
Necrotic Ooze (2)|2X2=264
Nephalia Smuggler|2X2=6
Nicol Bolas, God-Pharaoh (1)|2X2=730
Nicol Bolas, God-Pharaoh (2)|2X2=394
Nim Deathmantle (1)|2X2=961
Nim Deathmantle (2)|2X2=460
Ob Nixilis, Unshackled (1)|2X2=498
Ob Nixilis, Unshackled (2)|2X2=764
Oona's Prowler (1)|2X2=57
Oona's Prowler (2)|2X2=9
Oracle of Mul Daya (1)|2X2=1195
Oracle of Mul Daya (2)|2X2=695
Oracle of Mul Daya (3)|2X2=953
Orzhov Basilica (1)|2X2=190
Orzhov Basilica (2)|2X2=20
Orzhov Pontiff|2X2=5
Panharmonicon (1)|2X2=964
Panharmonicon (2)|2X2=563
Panharmonicon (3)|2X2=888
Path to Exile|2X2=113
Phyrexian Altar (1)|2X2=5089
Phyrexian Altar (2)|2X2=6090
Phyrexian Altar (3)|2X2=4878
Phyrexian Tyranny (1)|2X2=101
Phyrexian Tyranny (2)|2X2=255
Pillar of the Paruns (1)|2X2=199
Pillar of the Paruns (2)|2X2=106
Pirate's Pillage|2X2=45
Pithing Needle (1)|2X2=384
Pithing Needle (2)|2X2=116
Pithing Needle (3)|2X2=42
Planar Bridge (1)|2X2=257
Planar Bridge (2)|2X2=468
Privileged Position (1)|2X2=402
Privileged Position (2)|2X2=428
Privileged Position (3)|2X2=360
Prized Amalgam (1)|2X2=234
Prized Amalgam (2)|2X2=63
Prophetic Bolt|2X2=6
Psychic Symbiont|2X2=3
Pull from Tomorrow (1)|2X2=570
Pull from Tomorrow (2)|2X2=36
Purphoros's Emissary|2X2=2
Qasali Pridemage (1)|2X2=17
Qasali Pridemage (2)|2X2=17
Rafiq of the Many (1)|2X2=20
Rafiq of the Many (2)|2X2=102
Rakdos Carnarium (1)|2X2=26
Rakdos Carnarium (2)|2X2=182
Rampant Growth (1)|2X2=47
Rampant Growth (2)|2X2=133
Rancor|2X2=291
Relief Captain|2X2=2
Restoration Angel (1)|2X2=21
Restoration Angel (2)|2X2=197
Reveillark (1)|2X2=375
Reveillark (2)|2X2=65
Rift Bolt|2X2=14
Rishkar, Peema Renegade (1)|2X2=642
Rishkar, Peema Renegade (2)|2X2=30
River Hoopoe|2X2=5
Roon of the Hidden Realm (1)|2X2=257
Roon of the Hidden Realm (2)|2X2=22
Ruric Thar, the Unbowed (1)|2X2=308
Ruric Thar, the Unbowed (2)|2X2=39
Scab-Clan Giant|2X2=2
Scale Blessing|2X2=2
Scion of Darkness|2X2=20
Seasoned Pyromancer (1)|2X2=784
Seasoned Pyromancer (2)|2X2=1346
Seasoned Pyromancer (3)|2X2=1542
Sedraxis Specter|2X2=5
Sedris, the Traitor King (1)|2X2=185
Sedris, the Traitor King (2)|2X2=160
Sedris, the Traitor King (3)|2X2=77
Seeker of the Way (1)|2X2=4
Seeker of the Way (2)|2X2=4
Seekers' Squire|2X2=3
Selesnya Sanctuary (1)|2X2=173
Selesnya Sanctuary (2)|2X2=25
Sensei's Divining Top (1)|2X2=3827
Sensei's Divining Top (2)|2X2=4698
Sensei's Divining Top (3)|2X2=3165
Sensor Splicer|2X2=5
Settle Beyond Reality|2X2=3
Severed Strands|2X2=9
Shadowborn Apostle|2X2=138
Shattergang Brothers (1)|2X2=24
Shattergang Brothers (2)|2X2=94
Sidisi, Brood Tyrant (1)|2X2=91
Sidisi, Brood Tyrant (2)|2X2=954
Simic Growth Chamber (1)|2X2=358
Simic Growth Chamber (2)|2X2=21
Skeleton Archer|2X2=2
Skinrender|2X2=19
Skullbriar, the Walking Grave (1)|2X2=1083
Skullbriar, the Walking Grave (2)|2X2=243
Smothering Tithe (1)|2X2=4593
Smothering Tithe (2)|2X2=4659
Smothering Tithe (3)|2X2=3849
Sparkmage's Gambit|2X2=6
Spell Pierce (1)|2X2=22
Spell Pierce (2)|2X2=66
Spider Spawning|2X2=23
Splinterfright (1)|2X2=41
Splinterfright (2)|2X2=203
Sprouting Thrinax|2X2=9
Staggershock|2X2=4
Storm Fleet Pyromancer|2X2=3
Strands of Undeath|2X2=3
Sultai Soothsayer|2X2=2
Summer Bloom|2X2=123
Supernatural Stamina|2X2=9
Supreme Verdict (1)|2X2=207
Supreme Verdict (2)|2X2=373
Supreme Verdict (3)|2X2=722
Surgical Extraction (1)|2X2=834
Surgical Extraction (2)|2X2=589
Surgical Extraction (3)|2X2=296
Surreal Memoir|2X2=3
Talrand, Sky Summoner (1)|2X2=194
Talrand, Sky Summoner (2)|2X2=29
Tariel, Reckoner of Souls (1)|2X2=186
Tariel, Reckoner of Souls (2)|2X2=676
Teferi's Protection (1)|2X2=5303
Teferi's Protection (2)|2X2=4679
Teferi's Protection (3)|2X2=4557
Teneb, the Harvester (1)|2X2=469
Teneb, the Harvester (2)|2X2=215
Tenth District Legionnaire|2X2=8
Terminate (1)|2X2=45
Terminate (2)|2X2=134
The Mimeoplasm (1)|2X2=136
The Mimeoplasm (2)|2X2=48
The Mimeoplasm (3)|2X2=45
Thistledown Liege (1)|2X2=100
Thistledown Liege (2)|2X2=191
Thought Scour (1)|2X2=72
Thought Scour (2)|2X2=52
Thousand-Year Storm (1)|2X2=385
Thousand-Year Storm (2)|2X2=94
Thousand-Year Storm (3)|2X2=365
Thraximundar (1)|2X2=595
Thraximundar (2)|2X2=90
Thrive|2X2=3
Thrumming Stone (1)|2X2=2176
Thrumming Stone (2)|2X2=3112
Titan's Strength|2X2=18
Tower Gargoyle|2X2=1
Travel Preparations|2X2=3
Traveler's Amulet|2X2=6
Tuskguard Captain|2X2=9
Twinflame (1)|2X2=969
Twinflame (2)|2X2=687
Ulamog, the Infinite Gyre (1)|2X2=8844
Ulamog, the Infinite Gyre (2)|2X2=4303
Ulamog, the Infinite Gyre (3)|2X2=3796
Ulamog, the Infinite Gyre (4)|2X2=4323
Ulasht, the Hate Seed (1)|2X2=18
Ulasht, the Hate Seed (2)|2X2=115
Unburial Rites|2X2=16
Unearth (1)|2X2=94
Unearth (2)|2X2=40
Uril, the Miststalker (1)|2X2=601
Uril, the Miststalker (2)|2X2=109
Vampire Sovereign|2X2=11
Vampiric Rites|2X2=13
Varina, Lich Queen (1)|2X2=2453
Varina, Lich Queen (2)|2X2=788
Vedalken Orrery (1)|2X2=710
Vedalken Orrery (2)|2X2=851
Vedalken Orrery (3)|2X2=1033
Venser, Shaper Savant (1)|2X2=443
Venser, Shaper Savant (2)|2X2=116
Villainous Wealth (1)|2X2=50
Villainous Wealth (2)|2X2=509
Wall of Omens (1)|2X2=26
Wall of Omens (2)|2X2=42
Warrior's Oath (1)|2X2=1936
Warrior's Oath (2)|2X2=566
Wash Out|2X2=39
Wasitora, Nekoru Queen (1)|2X2=83
Wasitora, Nekoru Queen (2)|2X2=417
Weathered Wayfarer (1)|2X2=153
Weathered Wayfarer (2)|2X2=221
Weathered Wayfarer (3)|2X2=356
Webweaver Changeling|2X2=5
Wilt-Leaf Liege (1)|2X2=409
Wilt-Leaf Liege (2)|2X2=569
Winged Coatl|2X2=3
Wingsteed Rider|2X2=3
Wrenn and Six (1)|2X2=1924
Wrenn and Six (2)|2X2=4250
Wrenn and Six (3)|2X2=1769
Wrenn and Six (4)|2X2=2596
Yahenni, Undying Partisan (1)|2X2=946
Yahenni, Undying Partisan (2)|2X2=345
Young Pyromancer (1)|2X2=26
Young Pyromancer (2)|2X2=73
Zur the Enchanter (1)|2X2=375
Zur the Enchanter (2)|2X2=108
Abrade|2XM=7
Academy Ruins (1)|2XM=2219
Academy Ruins (2)|2XM=1006
Accomplished Automaton|2XM=6
Ad Nauseam|2XM=1726
Adaptive Automaton|2XM=198
Alabaster Mage|2XM=2
Ancestral Blade|2XM=2
Ancient Stirrings|2XM=18
Angel of the Dawn|2XM=6
Apprentice Wizard|2XM=13
Archangel of Thune|2XM=5329
Arcum Dagsson|2XM=1548
Argivian Restoration|2XM=5
Arixmethes, Slumbering Isle|2XM=230
Ash Barrens|2XM=12
Atraxa, Praetors' Voice (1)|2XM=2384
Atraxa, Praetors' Voice (2)|2XM=4128
Auriok Salvagers|2XM=17
Austere Command|2XM=254
Avacyn, Angel of Hope (1)|2XM=3138
Avacyn, Angel of Hope (2)|2XM=7549
Avenger of Zendikar|2XM=191
Awakening Zone|2XM=97
Balduvian Rage|2XM=17
Baleful Strix|2XM=258
Basalt Monolith|2XM=359
Basilisk Collar|2XM=324
Batterskull (1)|2XM=779
Batterskull (2)|2XM=381
Battle-Rattle Shaman|2XM=5
Beacon of Unrest|2XM=22
Blade Splicer|2XM=41
Blasphemous Act|2XM=272
Blightsteel Colossus (1)|2XM=6100
Blightsteel Colossus (2)|2XM=3567
Blinkmoth Nexus|2XM=406
Blood Moon (1)|2XM=766
Blood Moon (2)|2XM=1039
Bloodbriar|2XM=4
Bloodshot Trainee|2XM=5
Bloodspore Thrinax|2XM=32
Bone Picker|2XM=11
Boon Reflection|2XM=860
Bosh, Iron Golem|2XM=14
Braids, Conjurer Adept|2XM=83
Brainstorm (1)|2XM=251
Brainstorm (2)|2XM=927
Breya, Etherium Shaper|2XM=164
Brimstone Volley|2XM=6
Brudiclad, Telchor Engineer|2XM=81
Buried Ruin|2XM=198
Cascade Bluffs|2XM=180
Cast Down|2XM=28
Cathartic Reunion|2XM=19
Cathodion|2XM=9
Champion of Lambholt|2XM=152
Chatter of the Squirrel|2XM=23
Chief of the Foundry|2XM=20
Chord of Calling (1)|2XM=406
Chord of Calling (2)|2XM=449
Chromatic Star|2XM=23
Chrome Mox (1)|2XM=11987
Chrome Mox (2)|2XM=9922
Clear Shot|2XM=2
Clone Shell|2XM=12
Cloudreader Sphinx|2XM=2
Cogwork Assembler|2XM=7
Conclave Naturalists|2XM=7
Conjurer's Closet|2XM=364
Coretapper|2XM=25
Corridor Monitor|2XM=7
Costly Plunder|2XM=17
Council's Judgment (1)|2XM=258
Council's Judgment (2)|2XM=39
Cragganwick Cremator|2XM=10
Cranial Plating|2XM=42
Crib Swap|2XM=15
Crop Rotation (1)|2XM=2090
Crop Rotation (2)|2XM=354
Crusader of Odric|2XM=8
Crushing Vines|2XM=2
Culling Dais|2XM=19
Cyclonic Rift (1)|2XM=5383
Cyclonic Rift (2)|2XM=3868
Dark Confidant (1)|2XM=860
Dark Confidant (2)|2XM=548
Dark Depths|2XM=234
Darksteel Axe|2XM=12
Darksteel Citadel|2XM=91
Darksteel Forge|2XM=4173
Death's Shadow|2XM=119
Death-Hood Cobra|2XM=6
Deathreap Ritual|2XM=16
Deepglow Skate|2XM=140
Defiant Salvager|2XM=2
Dire Fleet Hoarder|2XM=3
Disciple of Bolas|2XM=413
Disciple of the Vault|2XM=87
Dismantle|2XM=5
Divest|2XM=11
Doomed Necromancer|2XM=84
Doubling Season (1)|2XM=7268
Doubling Season (2)|2XM=3240
Dread Return|2XM=34
Driver of the Dead|2XM=3
Drown in Sorrow|2XM=17
Dualcaster Mage|2XM=137
Duplicant|2XM=43
Eager Construct|2XM=12
Elvish Aberration|2XM=8
Endless Atlas|2XM=148
Engineered Explosives|2XM=257
Enlarge|2XM=11
Ensnaring Bridge|2XM=1342
Esperzoa|2XM=5
Ethersworn Canonist|2XM=529
Everflowing Chalice|2XM=27
Executioner's Capsule|2XM=15
Expedition Map (1)|2XM=95
Expedition Map (2)|2XM=1280
Exploration (1)|2XM=4548
Exploration (2)|2XM=2455
Faerie Mechanist|2XM=3
Falkenrath Aristocrat|2XM=26
Fatal Push (1)|2XM=139
Fatal Push (2)|2XM=2203
Fencing Ace|2XM=2
Fetid Heath|2XM=403
Fierce Empath|2XM=16
Fire-Lit Thicket|2XM=2124
Flayer Husk|2XM=10
Flickerwisp|2XM=22
Flooded Grove|2XM=109
Force of Will (1)|2XM=5272
Force of Will (2)|2XM=14761
Forest (1)|2XM=246
Forest (2)|2XM=50
Fortify|2XM=4
Frogify|2XM=16
Fulminator Mage|2XM=72
Galvanic Blast|2XM=265
Geist of Saint Traft|2XM=33
Gelatinous Genesis|2XM=29
Geth, Lord of the Vault|2XM=86
Ghor-Clan Rampager|2XM=7
Glassdust Hulk|2XM=9
Glaze Fiend|2XM=11
Gleaming Barrier|2XM=10
Glimmervoid|2XM=392
Glint-Sleeve Artisan|2XM=2
Goblin Gaveleer|2XM=14
Goblin Guide (1)|2XM=137
Goblin Guide (2)|2XM=211
Godo, Bandit Warlord|2XM=132
Golem Artisan|2XM=4
Golem-Skin Gauntlets|2XM=20
Grand Architect|2XM=345
Graven Cairns|2XM=620
Greater Good|2XM=276
Grim Lavamancer|2XM=21
Hammer of Nazahn|2XM=1531
Hanna, Ship's Navigator|2XM=30
Heartbeat of Spring|2XM=373
Heartless Pillage|2XM=4
Heat Shimmer|2XM=967
Hidden Stockpile|2XM=16
High Market|2XM=547
Hinder|2XM=20
Ichor Wellspring|2XM=24
Imperial Recruiter|2XM=869
Inkwell Leviathan|2XM=52
Invigorate|2XM=20
Ion Storm|2XM=14
Iron Bully|2XM=2
Iron League Steed|2XM=2
Island (1)|2XM=180
Island (2)|2XM=37
Isochron Scepter|2XM=1612
Izzet Charm|2XM=24
Jace, the Mind Sculptor (1)|2XM=1731
Jace, the Mind Sculptor (2)|2XM=2335
Jhoira's Familiar|2XM=182
Jhoira, Weatherlight Captain|2XM=960
Kaalia of the Vast (1)|2XM=3622
Kaalia of the Vast (2)|2XM=463
Karn Liberated (1)|2XM=341
Karn Liberated (2)|2XM=1213
Karrthus, Tyrant of Jund|2XM=726
Kazuul's Toll Collector|2XM=8
Kemba, Kha Regent|2XM=18
Kozilek's Predator|2XM=6
Kuldotha Flamefiend|2XM=5
Kuldotha Forgemaster|2XM=684
Land Tax|2XM=2422
Leonin Abunas|2XM=294
Liege of the Tangle|2XM=138
Lightning Axe|2XM=11
Lightning Greaves (1)|2XM=1817
Lightning Greaves (2)|2XM=493
Lux Cannon|2XM=188
Maelstrom Nexus|2XM=421
Maelstrom Pulse|2XM=60
Magnifying Glass|2XM=4
Magus of the Abyss|2XM=19
Magus of the Will|2XM=27
Mana Crypt (1)|2XM=8737
Mana Crypt (2)|2XM=12290
Mana Echoes|2XM=3643
Mana Reflection|2XM=280
Manamorphose|2XM=436
Master Splicer|2XM=12
Master Transmuter|2XM=289
Master of Etherium|2XM=35
Masterwork of Ingenuity|2XM=242
Maze of Ith|2XM=824
Mazirek, Kraul Death Priest|2XM=673
Meddling Mage (1)|2XM=192
Meddling Mage (2)|2XM=85
Merciless Eviction|2XM=65
Mesmeric Orb|2XM=2129
Metallic Rebuke|2XM=15
Metalspinner's Puzzleknot|2XM=3
Might of the Masses|2XM=5
Mishra's Bauble|2XM=120
Mishra's Factory|2XM=15
Morkrut Banshee|2XM=3
Mountain (1)|2XM=141
Mountain (2)|2XM=38
Mox Opal (1)|2XM=21069
Mox Opal (2)|2XM=15587
Myr Battlesphere|2XM=28
Myr Retriever|2XM=193
Myrsmith|2XM=5
Mystic Gate|2XM=278
Noble Hierarch (1)|2XM=819
Noble Hierarch (2)|2XM=1831
O-Naginata|2XM=37
Oblivion Stone|2XM=46
Open the Vaults|2XM=48
Orcish Vandal|2XM=3
Oubliette|2XM=137
Ovalchase Daredevil|2XM=21
Painsmith|2XM=4
Parasitic Strix|2XM=5
Path to Exile|2XM=116
Peace Strider|2XM=4
Pentad Prism|2XM=30
Phyrexian Metamorph (1)|2XM=1591
Phyrexian Metamorph (2)|2XM=538
Phyrexian Revoker|2XM=26
Plains (1)|2XM=32
Plains (2)|2XM=87
Pongify|2XM=251
Progenitor Mimic|2XM=100
Puresteel Paladin|2XM=236
Pyrewild Shaman|2XM=5
Pyrite Spellbomb|2XM=9
Rage Reflection|2XM=179
Rapacious Dragon|2XM=12
Ratchet Bomb|2XM=84
Ravenous Intruder|2XM=4
Ravenous Trap|2XM=23
Reclamation Sage|2XM=25
Relic Runner|2XM=2
Remember the Fallen|2XM=10
Reshape|2XM=424
Revoke Existence|2XM=15
Rhys the Redeemed|2XM=759
Riddlesmith|2XM=12
Riku of Two Reflections|2XM=572
Rolling Earthquake|2XM=350
Rugged Prairie|2XM=121
Rush of Knowledge|2XM=32
Salivating Gremlins|2XM=2
Salvage Titan|2XM=19
Sanctum Gargoyle|2XM=6
Sanctum Spirit|2XM=10
Sandstone Oracle|2XM=15
Savageborn Hydra|2XM=48
Sculpting Steel|2XM=112
Selesnya Guildmage|2XM=5
Sen Triplets|2XM=695
Sentinel of the Pearl Trident|2XM=3
Serra Sphinx|2XM=5
Shamanic Revelation|2XM=123
Sharuum the Hegemon|2XM=34
Sickleslicer|2XM=9
Sift|2XM=2
Silumgar Scavenger|2XM=3
Skinbrand Goblin|2XM=3
Skinwing|2XM=6
Skirsdag High Priest|2XM=27
Skithiryx, the Blight Dragon|2XM=1089
Skullmulcher|2XM=15
Sneak Attack (1)|2XM=534
Sneak Attack (2)|2XM=876
Spellskite|2XM=710
Sphinx Summoner|2XM=18
Sphinx of the Guildpact|2XM=5
Springleaf Drum|2XM=88
Steel Sabotage|2XM=13
Stoneforge Mystic (1)|2XM=1804
Stoneforge Mystic (2)|2XM=2895
Stonehewer Giant|2XM=586
Strength of Arms|2XM=3
Sundering Titan|2XM=61
Sunforger|2XM=392
Sunken Ruins|2XM=2240
Supernatural Stamina|2XM=8
Surge Node|2XM=8
Swamp (1)|2XM=216
Swamp (2)|2XM=29
Swiftblade Vindicator|2XM=23
Sword of Body and Mind (1)|2XM=1723
Sword of Body and Mind (2)|2XM=2655
Sword of Feast and Famine (1)|2XM=6544
Sword of Feast and Famine (2)|2XM=2532
Sword of Fire and Ice (1)|2XM=4750
Sword of Fire and Ice (2)|2XM=3635
Sword of Light and Shadow (1)|2XM=2439
Sword of Light and Shadow (2)|2XM=1138
Sword of War and Peace (1)|2XM=692
Sword of War and Peace (2)|2XM=1853
Sword of the Meek|2XM=74
Sylvan Might|2XM=3
Tempered Steel|2XM=366
Temur Battle Rage|2XM=20
Terastodon|2XM=27
The Scarab God|2XM=999
Thespian's Stage|2XM=54
Thirst for Knowledge|2XM=11
Thopter Engineer|2XM=18
Thopter Foundry|2XM=27
Thought Reflection|2XM=165
Thoughtseize (1)|2XM=1855
Thoughtseize (2)|2XM=680
Thraben Inspector|2XM=12
Thragtusk|2XM=21
Throne of Geth|2XM=177
Time Sieve|2XM=689
Topple the Statue|2XM=3
Toxic Deluge (1)|2XM=3186
Toxic Deluge (2)|2XM=585
Trash for Treasure|2XM=106
Treasure Keeper|2XM=10
Treasure Mage|2XM=19
Trinisphere|2XM=2161
Tuktuk the Explorer|2XM=30
